t,x,y,theta
0.5561173999994935,-2.0948869007850144,-5.7568955878627867e-05,-5.3025583724529e-05
0.5806029999985185,-2.0948906798994167,-6.133806450543692e-05,-7.722054453169179e-05
0.6302982999986853,-2.094889290018702,-5.8489288317420504e-05,-9.466453598284396e-05
0.6790455000009388,-2.094906481069118,-5.4169703490302344e-05,-0.00011463122552940115
0.7303638000012143,-2.094925618606968,-4.864004168985031e-05,-0.00013056589622087645
0.7779657999999472,-2.094938293143735,-4.557733069701225e-05,-0.00014962215010463168
0.8305795999986003,-2.09495829775375,-4.411467974738503e-05,-0.00017232991930947675
0.8791582999983802,-2.09497875067248,-4.1634321570704785e-05,-0.00021279525600748813
0.9355708000002778,-2.094994834778231,-3.965035547026142e-05,-0.0002505634092059108
0.9842586000013398,-2.0950110044407246,-3.630415385478961e-05,-0.00029032421880784024
1.0356525999995938,-2.095028439208748,-3.536994451043813e-05,-0.0003262480619305705
1.0811256999986654,-2.095055157296862,-3.2804994902522596e-05,-0.00036555421981773664
1.127455199999531,-2.095071531706537,-2.9925395324368346e-05,-0.0004002206097200279
1.1783813000001828,-2.0950876262375013,-2.752112826085066e-05,-0.0004357886340764089
1.2290758000017377,-2.095100539496737,-2.6808257820150383e-05,-0.00044492415709511727
1.286944499999663,-2.0951218559264797,-2.4845175492400153e-05,-0.0004749871463507316
1.3288376000018616,-2.0951353733480227,-2.512902056642888e-05,-0.000484480822567619
1.3802909000005457,-2.0951426780450473,-2.6672434213001775e-05,-0.0005014158603543328
1.4311211999993247,-2.0951443086013577,-2.337114127586864e-05,-0.0005107558936287299
1.480427200000122,-2.0951580459166594,-2.1605431193344726e-05,-0.0005215857735375917
1.528819700000895,-2.0951730257411905,-2.0800612570250527e-05,-0.0005308711072600195
1.578492799999367,-2.095180962427263,-2.081478022153618e-05,-0.0005392588250363987
1.631504799999675,-2.0951998759324573,-1.8882411519645224e-05,-0.0005464096593337743
1.6854984999990847,-2.095208503072862,-1.9908523435988404e-05,-0.0005528031566991598
1.7309611000018776,-2.0952190922993355,-2.0419411312903596e-05,-0.0005582550505453989
1.7827853999988292,-2.095232232751033,-1.8357715305350637e-05,-0.0005645997463946381
1.8297113000007812,-2.095244419585245,-1.6289516721996967e-05,-0.0005634979611049256
1.8799923000005947,-2.095251939113171,-1.7203863384616853e-05,-0.0005784667185652228
1.9297288000016124,-2.0952684449465,-1.5907627225144292e-05,-0.000603091717513118
1.9816911999987497,-2.0952933045909274,-1.385245029854789e-05,-0.0006414335561647145
2.029218100000435,-2.0953142068524344,-1.164765935733784e-05,-0.0006799456312815808
2.0822713999987172,-2.0953314048940017,-1.0189944335453149e-05,-0.0007114202570761841
2.1295162999995227,-2.09534343240525,-7.878572028259544e-06,-0.0007445622000111241
2.1783662999987428,-2.095358189506725,-6.1679836523379785e-06,-0.0007601543500231552
2.230618500001583,-2.0953604966707573,-7.011075610306782e-06,-0.0007674273972226685
2.2838947999989614,-2.0953865327192074,-5.6493306986503295e-06,-0.000779975705180804
2.3311662999985856,-2.0954032807514977,-2.7403189055003162e-06,-0.0007977532717251194
2.3814526999994996,-2.0954063220248402,-1.0192249717666156e-06,-0.0008134740153993761
2.429885800000193,-2.0954209726590287,-1.8138776737325507e-08,-0.0008236913504511586
2.479153700001916,-2.0954328036470584,-1.8306181353089715e-06,-0.0008353396193794625
2.53342419999899,-2.0954582994490907,-1.5815314148007598e-06,-0.0008611722378974238
2.5866042000016023,-2.095470240713758,-4.4792800227320483e-07,-0.0008922864388298626
2.6324878000013996,-2.0954903972771457,-1.1616993583444136e-07,-0.0009229454602276607
2.6801253000012366,-2.0955063268789487,1.2544871520723612e-06,-0.0009513031412736635
2.7310604000012972,-2.095523038752048,3.023832805784145e-06,-0.0009841743773933611
2.7801994000001287,-2.09553966067761,3.298534907849389e-06,-0.0010140597366053166
2.8326448000007076,-2.09555741478352,3.468553219320976e-06,-0.0010499099151868169
2.8842930999999226,-2.095567779634157,4.082038078317442e-06,-0.0010812065741609297
2.9288530999983777,-2.0955889458611816,5.927733100763151e-06,-0.0011014326348359072
2.982158700000582,-2.095600654982386,1.0518860517766935e-05,-0.0011189519049730617
3.032258700000966,-2.0956153251164356,1.3476701717113706e-05,-0.0011294886243511484
3.0790808999990986,-2.095628503608886,1.7230590122589632e-05,-0.0011280277562735282
3.128778800000873,-2.0956346417328344,1.9067302095571657e-05,-0.0011308840348146405
3.1801639000004798,-2.0956500395554984,2.1684388661144495e-05,-0.0011336051868963853
3.232006900001579,-2.095662356498638,2.249336128101854e-05,-0.0011453037435274725
3.2878864999984216,-2.0956731982559655,2.3309248152551645e-05,-0.001150222704997008
3.336005600001954,-2.095685115835858,2.4678451071321597e-05,-0.0011513975842580427
3.3804803999992146,-2.095698691939481,2.4732317199385854e-05,-0.001163667340307976
3.428960699999152,-2.0957108348249918,2.4699199646939983e-05,-0.0011813632321798564
3.480507000000216,-2.0957198966413864,2.3649454090562485e-05,-0.0012012406240797418
3.529232500000944,-2.0957385851788044,2.4918480337156952e-05,-0.0012281372873806206
3.581321099998604,-2.0957577669085254,2.5605869463771765e-05,-0.0012459165518618153
3.6304525999985344,-2.0957673551773475,2.6380907030807472e-05,-0.0012646496161116635
3.679064500000095,-2.0957826108561664,2.698703106989109e-05,-0.001288870038807437
3.7279118000005838,-2.09579660932898,2.7213482473180892e-05,-0.001315879195160306
3.780059299999266,-2.0958147041823247,2.7774510312556357e-05,-0.0013412901586770623
3.8309501000003365,-2.095829468542115,2.930768147761055e-05,-0.001375120935834714
3.879860400000325,-2.095840859877109,2.8937004179206607e-05,-0.0014062889668675438
3.9320813000013004,-2.09586252965851,2.90085059291286e-05,-0.001435438445620626
3.9797909000008076,-2.095879021616631,2.9780173727130422e-05,-0.0014633258168795342
4.030912300000637,-2.0958884232872785,2.9488911285520402e-05,-0.0014766905173971953
4.0773504999997385,-2.0958939341555305,2.9507395852701923e-05,-0.0015001372254372903
4.12921180000194,-2.0959130835255335,3.045590726502717e-05,-0.0015116609839291894
4.180130400000053,-2.0959265181585347,3.058775986219279e-05,-0.0015169487721077382
4.229933999999048,-2.0959357510592964,3.0001006778899195e-05,-0.0015230622584406792
4.28522779999912,-2.0959414742707034,2.9798833175262972e-05,-0.0015300459707584064
4.327759299998434,-2.0959551839879205,2.9163035232139013e-05,-0.0015323794056825652
4.379540099998849,-2.0959656517923433,2.8905342409456693e-05,-0.0015424701221949868
4.435603599999013,-2.095974332515902,2.8824062604803137e-05,-0.0015490396436804877
4.480485000000044,-2.095991400764497,2.8375191899638838e-05,-0.0015703010036532744
4.529809899999236,-2.0960061619572348,2.8307691915681907e-05,-0.0015937974984141653
4.577318200001173,-2.0960245268295634,2.9572655874793784e-05,-0.0016156415819764559
4.628261099998781,-2.0960482541593377,3.0688508927358116e-05,-0.0016354151379166454
4.680600499999855,-2.0960669767430566,3.179363655104834e-05,-0.0016757560530472077
4.729010899998684,-2.096071941619287,2.965220480025193e-05,-0.0016893739872117476
4.778136500000983,-2.096086985380013,2.845142739988666e-05,-0.0017010199082368978
4.829124600000796,-2.0961122645540917,2.772703139126959e-05,-0.0017320791835091919
4.878643000000011,-2.0961283072296983,2.927635638004559e-05,-0.0017645472537503799
4.927405499998713,-2.096143264727429,2.90954066116411e-05,-0.0017872612821759157
4.985908800001198,-2.0961543702986303,3.196162169386177e-05,-0.0017836160096208055
5.02838999999949,-2.09616504049334,3.4876816285450417e-05,-0.0017925479684260002
5.078450299999531,-2.0961799830451744,3.8549082816631075e-05,-0.0017963722587363052
5.137748100001772,-2.096190897444113,3.988083686774093e-05,-0.0018070726105985525
5.17943920000107,-2.096215140431806,3.903238305291043e-05,-0.0018397203476414354
5.231004000001121,-2.0962321198758196,3.967878954927597e-05,-0.0018777630643976168
5.2792588000011165,-2.096253878170633,4.2342414480117e-05,-0.001911245204709356
5.329119400001218,-2.0962660859660347,4.5016298470567466e-05,-0.0019411754850590683
5.379180100000667,-2.096285359050194,4.874319523568417e-05,-0.001954459246247651
5.428078100001585,-2.0963028505895207,5.254354976581608e-05,-0.001977368979096684
5.477481900001294,-2.096317184068576,5.5600001798476905e-05,-0.002001896761853044
5.53032919999896,-2.0963371182129844,5.825641764700116e-05,-0.0020293044246856664
5.5801778999993985,-2.096347815598521,6.0021361925551744e-05,-0.0020485122545806115
5.6302284999983385,-2.0963654397757194,6.359810619405616e-05,-0.0020658796835333385
5.6813218999996025,-2.0963790461378196,6.469806483385e-05,-0.0020866916880052325
5.73304300000018,-2.0964004293120704,6.810514431381178e-05,-0.002108310674981807
5.7816015999997035,-2.0964172540356736,7.126853592443907e-05,-0.0021293132105579286
