t,ax,ay,az,gx,gy,gz
0.5367791000026045,0.0,0.0,0.0,-0.002411821841381574,-0.06318960780761253,0.0003396688722323699
0.5593756000016583,0.0,0.0,0.0,0.0009319942266373375,0.003659320687151988,1.8497851614715805e-05
0.6076351000010618,0.0,0.0,0.0,9.131814436195706e-05,0.00242479249905876,0.00018288568490954597
0.6565150000024005,0.0,0.0,0.0,-1.5513454182870406e-05,-0.00011712174349690935,0.00028791353851585804
0.7066560000021127,0.0,0.0,0.0,-2.3759054407640764e-05,-0.0005704969099568054,0.00040284279610374265
0.7556216000011773,0.0,0.0,0.0,4.264350732768815e-05,0.0002912818958217801,0.00038942410553096383
0.8082162999999127,0.0,0.0,0.0,-1.2891689765491176e-05,-0.00036507163780961693,0.0003357034626715332
0.8563387000031071,0.0,0.0,0.0,9.310507546079143e-06,0.00012964692344217768,-3.739144550284227e-05
0.9080052000026626,0.0,0.0,0.0,4.109601076455252e-05,0.0004368345690676554,0.00017707527961097127
0.966689500000939,0.0,0.0,0.0,2.681642206681785e-05,0.0004291526281001909,0.0002398373092782521
1.0366099000020768,0.0,0.0,0.0,8.031658793177076e-06,0.0003299520401476435,0.00019271590335825798
1.0585935000017344,0.0,0.0,0.0,-2.3407561950024824e-05,-0.0011600930743184497,-0.00012579686403810193
1.106557300001441,0.0,0.0,0.0,9.826830721829102e-06,-3.268946924085827e-05,-0.00023668036853558602
1.1567364000002271,0.0,0.0,0.0,-4.409542342516524e-05,0.0004937915762510525,-0.00018570918593406306
1.2445705999998609,0.0,0.0,0.0,3.310126747547877e-05,0.0002492127943570432,-9.442671150511136e-05
1.2941275000011956,0.0,0.0,0.0,-7.659378096304655e-05,-0.0010494041347176885,0.00010476108799200937
1.3359942000024603,0.0,0.0,0.0,-6.290977440570163e-06,-9.714837934979218e-05,0.0003049515454262038
1.3831367000020691,0.0,0.0,0.0,0.000110034311820252,0.001061925172625221,0.00045224234391131126
1.4276300000019546,0.0,0.0,0.0,-3.345365660022286e-05,0.0005031683423671306,0.0002544969901531403
1.4804146000024048,0.0,0.0,0.0,-1.0924696278148128e-05,-0.0004248634273655245,0.00048070625165743953
1.5149463000016112,0.0,0.0,0.0,-2.738023366923234e-05,-0.00038271060272521953,0.0004087277329943741
1.563817199999903,0.0,0.0,0.0,6.400727373743197e-05,0.0005380617792159052,0.00017755454728139703
1.6148794000000635,0.0,0.0,0.0,-8.174009994464106e-05,-0.0007735843292382297,0.0002880908329609403
1.6810842000013508,0.0,0.0,0.0,5.699599587771667e-05,0.00021296671898103135,0.0003133744968282383
1.725693100001081,0.0,0.0,0.0,-3.121976101173358e-05,1.4057129364639793e-05,0.0003191964864812913
1.7766046000033384,0.0,0.0,0.0,4.351163687070522e-05,0.0003606792677742136,0.0002663888423971182
1.8168551000017032,0.0,0.0,0.0,-5.052485510147563e-06,-0.00011729938245887942,0.0003613825423769587
1.865355100002489,0.0,0.0,0.0,-2.7605157582223262e-05,0.0007010239425337676,0.00017406503380046763
1.9285238000011304,0.0,0.0,0.0,3.724989506853782e-07,-0.0001411400061146772,0.00012216305705100078
1.9631230000013602,0.0,0.0,0.0,-2.5556858697463386e-05,-0.0008084262612380003,0.0002516268325829339
2.0247322000032,0.0,0.0,0.0,2.2068441015591518e-05,-0.00016829450499877954,0.0004045131278777786
2.084508600000845,0.0,0.0,0.0,2.9513501478978142e-05,-0.00014161848811593806,0.0001123741761270673
2.136022300001059,0.0,0.0,0.0,-5.026452319958913e-06,0.00043316907048321254,0.0001500109793795213
2.19134600000325,0.0,0.0,0.0,-5.468322209950958e-05,0.0003146778117874049,0.0002686303627879315
2.227650500000891,0.0,0.0,0.0,-7.324308247830284e-05,0.0006489833218720157,0.0002585167773785296
2.2738237000012305,0.0,0.0,0.0,0.00015110153681352202,-0.0009813051792906446,0.000309327789451899
2.3191342999998596,0.0,0.0,0.0,-5.3942245123398595e-05,-0.00025741645909085203,0.00016214204954149666
2.3644673000017065,0.0,0.0,0.0,-5.266967275303307e-05,-0.00018701100318413132,0.00045269532371267323
2.4138328000008187,0.0,0.0,0.0,6.031011548029382e-06,-0.00028108791426030517,0.000313063441974238
2.4635281000009854,0.0,0.0,0.0,-5.361583152956917e-05,0.00023344863161310368,0.0002834497939331924
2.5141343000032066,0.0,0.0,0.0,4.181838790148402e-05,-0.0002613334402492813,0.00023749630745838662
2.562390000002779,0.0,0.0,0.0,4.550795313910691e-05,0.0004215816042927576,0.00029919201285695415
2.612745600003109,0.0,0.0,0.0,-4.75776124483259e-05,-0.0006130903076340771,0.00027259031300480894
2.6660308000027726,0.0,0.0,0.0,-8.014670851364908e-05,0.0003823932280120288,0.00013988643891835602
2.7147609000021475,0.0,0.0,0.0,0.00010264637448850792,0.00011565428947249968,4.4648489334543016e-05
2.7624769000030938,0.0,0.0,0.0,3.4272013162728225e-05,0.00017969995696886045,2.5302778257584594e-05
2.8133820000002743,0.0,0.0,0.0,-2.5463217998111828e-05,0.00018007887952648457,0.0005601036756670789
2.8621379000032903,0.0,0.0,0.0,-6.114120530382538e-05,0.00013314072067691692,0.00027697554128850214
2.9123842000008153,0.0,0.0,0.0,8.739616921350972e-05,-3.813597653109993e-05,0.00017375120278997542
2.963323500000115,0.0,0.0,0.0,-5.033675224584672e-05,-0.0007138801313605013,9.76394251328077e-05
3.011129800001072,0.0,0.0,0.0,-5.2236660555843e-06,-0.0001730793638733558,5.8512313463712816e-05
3.0614787000013166,0.0,0.0,0.0,5.2805400975131374e-05,-0.00028602284692902364,0.00016114078362294902
3.1132061000025715,0.0,0.0,0.0,-0.0001476404618915842,-0.00021091348227902294,0.00024895746397022764
3.163232599999901,0.0,0.0,0.0,-1.742121007185156e-05,-0.00027353016102537274,0.00016591529354019637
3.212066500000219,0.0,0.0,0.0,6.416155268907658e-05,0.00036626989754330147,0.00017981017789731068
3.260951300002489,0.0,0.0,0.0,8.555356102172743e-05,-0.00028325030550706157,0.00012904499649727243
3.3123049000023457,0.0,0.0,0.0,-5.802690417232432e-05,-0.00015584495762512414,0.00011857329240571998
3.3640706000005594,0.0,0.0,0.0,2.7162027999809523e-06,0.0014658513761241587,0.0003216225472110329
3.4135306000025594,0.0,0.0,0.0,-4.576631226213882e-05,-7.167010113022028e-05,0.00031126936904044727
3.4619053000023996,0.0,0.0,0.0,6.198309504874864e-05,-0.0006055108922650714,0.0002298487810521475
