timestamp,v0,v1
2025-06-09T21:49:17.984770,-8.764097615150398e-06,-2.380523995073278e-05
2025-06-09T21:49:18.017320,-4.025601446035485e-05,-0.00056041521666384
2025-06-09T21:49:18.061274,-3.4557084275121415e-05,-0.0005715952298913668
2025-06-09T21:49:18.109657,-3.463212911599922e-05,-0.0006232044506659696
2025-06-09T21:49:18.158237,-3.769564165124071e-05,-0.0006840161941026238
2025-06-09T21:49:18.208532,-3.321626922264959e-05,-0.0006307301115124025
2025-06-09T21:49:18.260203,2.1347979263888004e-05,-0.0003334619343501008
2025-06-09T21:49:18.308346,2.91354421163806e-05,-0.00040413335602450376
2025-06-09T21:49:18.360122,2.4439306308055798e-05,-0.0004013475992006996
2025-06-09T21:49:18.416889,1.775749380098207e-05,-0.00033578343885770076
2025-06-09T21:49:18.461487,2.3516689379404622e-05,-0.0004352604582002806
2025-06-09T21:49:18.505779,3.056090295065466e-05,-0.0003842825663589553
2025-06-09T21:49:18.559075,2.1782338201431865e-05,-0.0002985684462728433
2025-06-09T21:49:18.608176,1.5759074294786427e-05,-0.00024891430159744286
2025-06-09T21:49:18.656763,-5.752005290170568e-06,-0.000714367933460597
2025-06-09T21:49:18.709743,1.4031376353710634e-05,-0.0007754800594990175
2025-06-09T21:49:18.763544,9.273611916511994e-06,-0.0007309087815976543
2025-06-09T21:49:18.812666,1.7748108648062498e-05,-0.0007193769696122441
2025-06-09T21:49:18.863609,-2.5866341258891173e-06,-3.201681303956173e-05
2025-06-09T21:49:18.913718,-2.5075936005165673e-06,-3.214554291018413e-05
2025-06-09T21:49:18.964783,-5.834350705303599e-06,-3.431535670300661e-05
2025-06-09T21:49:19.010096,-6.519836979329702e-07,-3.0330653071076133e-05
2025-06-09T21:49:19.061202,-4.5055792763914075e-06,-6.185872792558206e-05
2025-06-09T21:49:19.117322,-8.057193914292466e-06,-1.678145767000687e-05
2025-06-09T21:49:19.168138,-1.440239940763591e-06,-1.237260022728272e-05
2025-06-09T21:49:19.211221,-7.98596399716727e-06,-0.0007174147312453918
2025-06-09T21:49:19.262311,-6.15140313810314e-06,-0.0007310182631358622
2025-06-09T21:49:19.316695,2.1156826964398056e-06,-0.0007225342833742149
2025-06-09T21:49:19.359280,2.3942352980050593e-05,-0.0003881555734673325
2025-06-09T21:49:19.418100,3.11002371276595e-05,-0.0004394091347955414
2025-06-09T21:49:19.463699,3.068143449240145e-05,-0.00037112282600250634
2025-06-09T21:49:19.514796,2.243450616162789e-05,-0.00031465866030015754
2025-06-09T21:49:19.566644,3.1836262271508505e-06,-1.797820726925261e-05
2025-06-09T21:49:19.616735,-9.464197132187775e-06,-6.190173666310399e-05
2025-06-09T21:49:19.664580,-1.4217445568391042e-06,-1.835931357527111e-05
2025-06-09T21:49:19.714673,-5.229739963026552e-07,-4.2660691684512036e-05
2025-06-09T21:49:19.765762,-1.0399830097573712e-06,-4.106747233951729e-05
2025-06-09T21:49:19.816489,4.419183017732872e-06,-0.00020974203769426195
2025-06-09T21:49:19.870428,3.089261583024795e-06,-1.0758442076704939e-05
2025-06-09T21:49:19.916604,2.4102711834208274e-05,-0.0006414234032249108
2025-06-09T21:49:19.961194,2.820261976296794e-05,-0.0006737138980666408
2025-06-09T21:49:20.013808,1.9624385312394625e-05,-0.0006172449484918027
2025-06-09T21:49:20.068342,3.667037227549e-05,-0.0007254930496788739
2025-06-09T21:49:20.115644,2.5557350965188785e-05,-0.0006821810956457469
2025-06-09T21:49:20.161237,2.7084634373936987e-05,-0.0005355217248876088
2025-06-09T21:49:20.208417,2.418014746702739e-05,-0.0005757635108440831
2025-06-09T21:49:20.265757,3.0007134773844177e-05,-0.0006754869491706133
2025-06-09T21:49:20.309190,2.6503937354690808e-05,-0.0006619156390127518
2025-06-09T21:49:20.364689,-2.7869569384437663e-05,-0.0006719116862589556
2025-06-09T21:49:20.411197,-3.3355864558133955e-05,-0.0007818422190790853
2025-06-09T21:49:20.463002,-2.056410754031376e-05,-0.0006886552503369538
2025-06-09T21:49:20.511636,-2.623648448902051e-05,-0.0007163760604158642
2025-06-09T21:49:20.564749,-1.66188233502585e-05,-0.0006931800792099397
2025-06-09T21:49:20.612336,-1.8484752032114985e-05,-0.0007162827434239911
2025-06-09T21:49:20.660425,6.553257018960363e-06,-0.0007343600728797113
2025-06-09T21:49:20.705068,-1.5368209151491586e-05,-0.0007511686741660949
2025-06-09T21:49:20.764711,-6.89918901923649e-06,-0.0007426898394192732
2025-06-09T21:49:20.812801,4.521827594869853e-06,-0.0007454598337578396
2025-06-09T21:49:20.866970,8.69943419094297e-06,-0.0007316803416938711
2025-06-09T21:49:20.913405,2.3956859779534053e-05,-0.0006982888034675761
2025-06-09T21:49:20.956637,2.1858611827259103e-05,-0.0007283817216894483
2025-06-09T21:49:21.013759,2.1084306325077978e-05,-0.000717046043029614
2025-06-09T21:49:21.060584,1.5539479573121322e-05,-0.0007334918175912057
2025-06-09T21:49:21.112396,2.1413229681772004e-05,-0.0007184806453572242
2025-06-09T21:49:21.160130,2.6978320354868706e-05,-0.0006979364253674808
2025-06-09T21:49:21.211231,2.4636074133001298e-05,-0.0005675836746966478
2025-06-09T21:49:21.264878,2.4778564563892362e-05,-0.0005818593728179009
2025-06-09T21:49:21.307598,2.962797521165518e-05,-0.0005882883259982906
2025-06-09T21:49:21.364319,3.3087646457236046e-05,-0.0007109832969435931
2025-06-09T21:49:21.412404,-2.94541642451892e-06,-0.0007701048755484285
2025-06-09T21:49:21.466714,2.3669334974917758e-05,-0.000777329771419638
2025-06-09T21:49:21.513807,-6.006754395163028e-06,-5.981568576402711e-05
2025-06-09T21:49:21.562743,3.0618497339104198e-06,-9.011115125650267e-06
2025-06-09T21:49:21.608326,2.3637346309880546e-06,-1.3099672039945606e-05
2025-06-09T21:49:21.664920,-6.079880668797545e-07,-7.02990295034801e-05
2025-06-09T21:49:21.712758,2.595514580041161e-06,-3.077813753812443e-05
2025-06-09T21:49:21.760374,-6.802887247536201e-06,-0.00010869134635899707
2025-06-09T21:49:21.814990,-6.2225551556058196e-06,-0.00010752222113007712
2025-06-09T21:49:21.856631,1.208173212169398e-06,-1.1150332586201579e-05
2025-06-09T21:49:21.908238,3.612589727130133e-05,-0.0007148771461952465
