epoch,mse,rmse,mae,mape,dtw_cru,dtw_norm,frechet_xy,edr_x,edr_y,pearson_x,pearson_y,lag_x_ms,lag_y_ms
1,0.04516565491689989,0.21252212806411452,0.07536588107879685,43.660781054294475,1.3000304349494534,0.004961948224997913,0.0076279770971120165,78.0,76.0,0.7446769095447556,0.738424994389667,950.0,1100.0
2,0.06891318681581661,0.26251321264998567,0.07779919564143403,100.68677983594606,1.265454682765925,0.005144124726690752,0.007543132555093664,45.0,43.0,0.0,0.0,600.0,700.0
3,0.11720056902315999,0.3423456864386639,0.1103917142818448,56.69682964457704,0.52364703546752,0.0019041710380637092,0.005606931646406836,16.0,69.0,0.0,0.0,1800.0,1300.0
4,0.19705445934576266,0.44390816544164025,0.20918836038961233,380.4167497647978,6.3665173630737515,0.022338657414293864,0.05054011054325326,97.0,99.0,0.0,0.0,2300.0,2150.0
5,0.020126386152867545,0.1418674950538972,0.04793891031786122,61.521906487973176,5.755459811375448,0.0231142964312267,0.05178701218357707,51.0,58.0,0.782478548245231,0.7492988170812421,900.0,1050.0
6,0.2536169834545095,0.5036039946768786,0.24702902636091642,965.6217581881965,12.70594131591896,0.04473922998563014,0.1426082688835586,128.0,173.0,0.5270341353365376,0.5648474594777289,2400.0,2500.0
7,0.05261231619185994,0.22937374782624959,0.1177539123388592,728.9231778430672,23.613780190717183,0.08910860449327239,0.22973329752539723,147.0,85.0,0.569800623632904,0.47919894847384265,2000.0,2350.0
8,0.26668642042322704,0.5164169056326748,0.2721019474976101,321.27326057640784,94.92862721340106,0.28507095259279597,1.9518087845541339,167.0,181.0,0.0,0.0,4650.0,5950.0
9,0.1337155740816231,0.3656714017825609,0.15470593457298593,109.56008156391314,60.64139583609949,0.2387456528980295,1.9396487513087914,112.0,112.0,0.0,0.0,1450.0,2150.0
10,0.17589246639865228,0.419395358103368,0.185818058907058,90.89593985895392,24.560339908509878,0.09631505846474461,0.1423949124319704,142.0,190.0,0.0,0.0,-8450.0,1550.0
11,0.2699927994045878,0.5196083134483009,0.22911770144761343,171.966495366217,154.59295470003994,0.5424314200001401,2.573700681257797,142.0,146.0,0.0,0.0,9750.0,2900.0
12,0.29442192639511,0.5426066037149843,0.29137841788349145,126.30796453521005,53.564134124850476,0.17113141892923475,1.6463173553374684,166.0,206.0,0.0,0.0,50.0,3950.0
13,0.16848538329637489,0.41046971057116366,0.20554936610608182,91.70783566824831,24.78743983926207,0.10242743735232261,0.1850935063189287,193.0,192.0,0.7872516252611824,0.7798824884261131,800.0,450.0
14,0.059150468852012736,0.24320869403048226,0.12997621171221863,54.12646617480996,25.059967798982242,0.08523798571082396,0.1841379348540437,205.0,114.0,0.45128150410595624,0.4465949002818329,3100.0,3300.0
15,0.23414606173475047,0.48388641408366745,0.23192380604122068,137.0015152517402,21.422780362486545,0.07876022192090641,0.1404422030418959,118.0,166.0,0.3747991391839211,0.5234255212088436,1900.0,2300.0
16,0.18961793791020634,0.4354514185419613,0.22759278984923945,804.6784012169636,23.64815041340644,0.09347095025061834,0.18243412598245598,186.0,104.0,0.7536896187455683,0.6711633378294369,1050.0,1500.0
17,0.023095982374224583,0.1519736239425269,0.07445517732054308,84.312739055224,32.11660000789545,0.14598454549043385,0.19508188417680802,47.0,182.0,-0.6746130939822493,-0.600762064318296,8900.0,8900.0
18,0.08333631669519781,0.2886803018828923,0.16705993968717944,857.3114792898325,46.15175016338809,0.18534839423047425,0.2700675542113879,209.0,221.0,0.0,0.0,700.0,800.0
19,0.21713937963441887,0.46598216664848763,0.24474084378278868,505.20665231215094,28.23444763176751,0.11477417736490857,0.18051852316714395,199.0,138.0,0.869006365593709,0.5493099888279592,550.0,850.0
20,0.19618131018955348,0.44292359407639764,0.22144116246584464,114.46699300909134,29.752770304032715,0.10476327571842506,0.22074949438538854,217.0,137.0,0.0,0.0,3000.0,2600.0
21,0.2129643035211985,0.46148055595138404,0.24713938555482465,108.43602377576953,23.950892559983608,0.09283291689916127,0.1477979104078106,179.0,167.0,0.7766079014178363,0.7749193361746164,1050.0,1000.0
22,0.5336906262356803,0.7305413241122506,0.442667467325885,582.980568369212,29.99591358628306,0.09707415400091605,0.21935391584839764,126.0,216.0,0.39178937770518707,0.4275028573167088,3450.0,3050.0
23,0.13958393516803574,0.3736093349583703,0.19118559097920185,417.7538198188853,23.748016751534447,0.08927825846441521,0.16798695917539397,180.0,162.0,0.0,0.0,1800.0,1650.0
24,0.14998587995620072,0.38728010529357265,0.1917025495257653,1751.7842162225224,24.47884093377537,0.1107639861256804,0.1822524423716404,167.0,170.0,0.9923904280059089,0.9301608107608773,0.0,0.0
25,0.01869363825324294,0.13672468048323586,0.04719775479549322,83.32218303811747,9.35245571032288,0.041200245419924585,0.196155229203049,57.0,49.0,0.9843080509934493,0.9820561262162115,0.0,0.0
26,0.2105860127860839,0.45889651642400153,0.23601131012882073,149.8101143194434,28.50442709608482,0.11134541834408133,0.16550710160217566,189.0,191.0,-0.264496145833197,0.0967674477376724,1750.0,1600.0
27,0.08777146181539178,0.2962624880328115,0.14827570327143957,1773.906696380267,21.141587726788426,0.07290202664409802,0.219897601316287,124.0,111.0,0.0,0.0,2850.0,2350.0
28,0.013897960260081221,0.1178896104840508,0.05102748420731075,23.08492701173207,3.11633047855981,0.011209821865323058,0.028954479575911074,66.0,66.0,0.43150342294164556,0.4200289156283568,2100.0,2300.0
29,0.20282364563335128,0.4503594626888074,0.22927226931146674,364.60720616719624,13.856376063225637,0.05038682204809323,0.13223414740815226,182.0,126.0,0.6297924701943972,0.5714135800545525,1850.0,1450.0
