timestamp,v0,v1,v2,v3,v4,v5,v6
2025-06-09T21:49:17.104703,-2.0948869007850144,-5.7568955878627867e-05,0.13862827254521495,-6.249946062250016e-05,-0.0015605783478131322,-2.6415159632986097e-05,0.9999987799948944
2025-06-09T21:49:17.126736,-2.0948906798994167,-6.133806450543692e-05,0.13864369804172966,-3.5449244142601866e-05,-0.001483171314460759,-3.8557567518547175e-05,0.9999988987291523
2025-06-09T21:49:17.176514,-2.094889290018702,-5.8489288317420504e-05,0.13864946623024468,-3.270295112643099e-05,-0.0014209917841625755,-4.728565396616187e-05,0.9999989887379553
2025-06-09T21:49:17.225473,-2.094906481069118,-5.4169703490302344e-05,0.13864983829622618,-3.318452252014988e-05,-0.0014251085794226668,-5.726814656294236e-05,0.9999989823418242
2025-06-09T21:49:17.276609,-2.094925618606968,-4.864004168985031e-05,0.13864853985419417,-3.4379638677261865e-05,-0.0014394391237206533,-6.523325775679837e-05,0.9999989612882964
2025-06-09T21:49:17.326701,-2.094938293143735,-4.557733069701225e-05,0.1386492872493551,-3.3394171955244917e-05,-0.0014317985187255573,-7.476303120041408e-05,0.9999989716236313
2025-06-09T21:49:17.379142,-2.09495829775375,-4.411467974738503e-05,0.1386483663067341,-3.331310094287741e-05,-0.0014426212154558303,-8.611663237630113e-05,0.9999989551585501
2025-06-09T21:49:17.426720,-2.09497875067248,-4.1634321570704785e-05,0.13864861604073137,-3.2343569252000354e-05,-0.0014369957915126314,-0.00010635082067900149,0.9999989613427066
2025-06-09T21:49:17.475617,-2.094994834778231,-3.965035547026142e-05,0.13864916283316103,-3.1073713681193304e-05,-0.001426711969722617,-0.00012523698853505034,0.9999989739210119
2025-06-09T21:49:17.528110,-2.0950110044407246,-3.630415385478961e-05,0.13864961210900886,-3.0817287908051823e-05,-0.0014163968322198574,-0.0001451180225802285,0.9999989859050198
2025-06-09T21:49:17.579213,-2.095028439208748,-3.536994451043813e-05,0.1386503263818007,-3.0952322170754156e-05,-0.001408941126354503,-0.00016307993454956127,0.9999989936653894
2025-06-09T21:49:17.635710,-2.095055157296862,-3.2804994902522596e-05,0.13864876659271563,-3.184719650979845e-05,-0.001436475667085303,-0.00018273079548662276,0.9999989510658851
2025-06-09T21:49:17.679306,-2.095071531706537,-2.9925395324368346e-05,0.13864915693573793,-3.131504168997707e-05,-0.0014288928534033902,-0.00020006494488333657,0.9999989586287577
