t,wl,wr
0.598740400004317,-0.00015722336676047066,-0.0007957443777367797
0.6266613000043435,-0.00015436502097658793,-0.0005582457926491344
0.6715717999977642,-0.00013008035920675972,-0.0005515209065868481
0.7201459999996587,-0.00015024836031411526,-0.0005831788692033798
0.7689689000035287,-0.00016121034746695688,-0.0005824105840642048
0.8213615999993635,-0.0001540830054621612,-0.0005894720845900866
0.8708731000006082,-0.00025064749181995976,-4.62046678466265e-05
0.9184901000044192,-0.00027109591325318814,-8.928698322918007e-05
0.9757182000030298,-0.0003110975736521902,5.682387422865992e-06
1.0246125999983633,-0.00031664585021632063,1.309409598989203e-06
1.0761268999995082,-0.0003751504372860263,-3.563697966716197e-05
1.1272737000035704,-0.0004380121416366202,-0.0004351165470905694
1.1724756999974488,-0.0004587039202354275,-0.00041831088838848807
1.223066700003983,-0.00047588014579868734,-0.00041406603407974477
1.274357800000871,-0.0004533526088655611,-0.000383469922062421
1.3244823999993969,-0.00021371545262159958,-0.0006296735088858785
1.3728317999994033,-0.00021193816966286628,-0.0006070668675971846
1.4204810000010184,-0.00021710179442953765,-0.0006007118756420563
1.475452700004098,-0.00021253124150581547,-0.0005881681099462226
1.526949600003718,-0.00019615326058381298,-0.000594526957465885
1.5748603000029107,-0.00014411267509149614,-0.0005391200392830007
1.625246600000537,-0.0001236454204165215,-0.0005329515469609664
1.671178399999917,-0.00013295978690634113,-0.0005585139075941207
1.7222869000033825,-0.00016469910095322574,-0.0005679600248813246
1.770319200004451,-0.00011949094934485747,-0.0005769843847502047
1.8186346000002231,-0.00011915083576367853,-0.0005855332183657056
1.8689952999993693,-0.0001278782801476922,-0.0006025763001254869
1.9208779000036884,-0.00014931592038597733,-0.0004954139885482662
1.969790399998601,-0.00013408841230193476,-0.0005283077953588997
2.019452500004263,-0.00012498090080652243,-0.0006035649874017784
2.068573299999116,-0.0002836317488462081,-1.2086709873596063e-05
2.12107339999784,-0.0003709602109140539,3.5371310786142736e-05
2.1724423999985447,-0.0003224590703172761,5.4756444756318444e-06
2.220867600000929,-0.0003256536559698014,4.3184551029759135e-06
2.2689871999973548,-0.00032493753519993366,5.095211906981321e-06
2.3198199000034947,-0.00039270944265886555,3.0511469746380574e-05
2.3704400999995414,-0.00023561244817733743,-0.0007010476784047443
2.420090400002664,-0.0002758549251192611,-0.0006232097500485039
2.469119400004274,-0.0002893251175067183,-0.0006090863534709174
2.521037200000137,-0.00028415095414477675,-0.0006163859903941371
2.575224000000162,-0.0002855437708771693,-0.0006089219292685816
2.620102200002293,-0.00029542622281950476,-0.0005824124120491755
2.6696945000003325,-0.00031157088363441797,-0.0006249808721988416
2.7183808000045246,-0.0003138592858020946,-0.0008212553637432454
2.770590899999661,-0.0004187469462378704,-2.4902137344112628e-05
2.827430600002117,-0.00025997392218100337,-0.0006027205212016607
2.8775113000010606,-0.00023589190545173798,-0.0017751301940115494
2.9247907000026316,-0.0002665520084237593,-4.4619555978764425e-05
2.970996900003229,-0.0002860801276164007,-0.0006008288553851282
3.02748199999769,-0.00030483618437132095,-0.0006139562766801548
3.076251799997408,-0.00028060463006686527,-0.0006312523820021274
3.1206334000016795,-0.000424831153938123,-0.0005529223161536992
3.174912200003746,-0.0002967811081188379,-0.0006364730679734224
3.2281863000025623,-0.00030458165198799935,-0.0006156339082869951
3.273159600001236,-0.00035119563567468574,-0.0005957503107074289
3.3177951000034227,-0.0003623192543282765,-0.0006350922509436231
3.3720042999993893,-0.00030979982126901095,-0.0006398854256732745
3.430162199998449,-0.0003523854743303277,-0.0005553432579130105
3.474840900002164,-0.0003996808293442339,-0.000627442651361775
3.5204577000040445,-0.000286422594911375,-0.0006199564171133642
3.56946230000176,-0.0003296167043587412,-0.0006136464927632537
3.6243917000028887,-0.0003563135173013464,-0.000585093234481395
3.6729931000008946,-0.00034223676593906743,-0.0006090032543441728
3.719475899997633,-0.0002933271593562225,-0.0005764869954589686
3.769492100000207,-0.00031662819975961294,-0.0006664143772539319
3.8212930000008782,3.1752757315845604e-07,-0.0007902443020607913
3.871538400002464,-3.472618936889703e-05,-0.0008029467819132556
3.9201123000020743,6.631626974559216e-07,-0.0007543470010217255
3.9703945000001113,-1.0994045564335811e-05,-0.0007450453438298662
4.019455300003756,-0.00035339539707307234,0.0014642813969474918
4.070897800003877,-0.0006335101090270264,3.0794830749217266e-06
4.118508600004134,-0.0006283855112912557,2.1243248017090646e-05
4.1694986000002245,-0.0007263359489127752,3.153583718411891e-05
4.218487400001322,-0.000748498824218833,-0.00010980209839756446
4.2703257000030135,-0.0006301721207888491,-7.852912991797817e-06
4.3206511000025785,-0.0002768367215226833,-0.0006193354086326111
4.368831300002057,-0.00038833689930835026,-0.0005422750112330297
4.418271599999571,-0.00031357703507272993,-0.0006419078723084052
4.469989600002009,-0.00047947564101924575,-0.0004757885832820309
4.52048630000354,-5.8634367035078154e-05,-0.0007939014658901241
4.570022799998696,-1.3405065755079817e-05,-0.000805045219279245
4.6177498000033665,-0.00040610743049900353,-0.0005194292223130153
4.6693104000005405,-0.00038865654859932816,-0.0005409858470070469
4.727214899998216,-0.00039822887046744615,-0.0005344725546474875
4.768959699998959,-0.0003151025674233924,-0.0005851118107125299
4.819370800003526,-0.0006681860214931968,-0.0001789011634172939
4.870685599998978,-3.90754009850947e-05,-0.00030836703449111557
4.919933900004253,-2.6623246355672545e-05,-0.0008050087667504888
4.967599499999778,-3.1544122336327176e-06,-0.000808958282725594
5.020063199997821,-3.329127381446455e-05,-0.0006251312994061648
5.069380499997351,-0.0001611779398099541,-0.00034699153036193037
5.128788900001382,-0.00030453650837783847,-0.0005552900055676385
5.179763500003901,-0.00017050642084572197,-0.0006459527764420693
5.226181600002747,-0.00019739746216569117,-0.0006443597286837693
5.271228500001598,-0.00021864594466972575,-0.0006390687232055068
5.322123800004192,-0.00018595300054780698,-0.0006340764545015832
5.374017499998445,-0.00023837768573658434,-0.0005895535236670632
5.419365399997332,-0.00024207570812832303,-0.0005783990472946752
5.471478300001763,-0.00018836157184889325,-0.0006241573357758842
5.524633100001665,-0.0003361165107055886,-0.0006090235570284896
5.5755724999980885,-0.00034970596248194014,-0.0006220938855413231
5.622626199998194,-0.00033646554139179987,-0.0005723624032311644
5.668668600003002,-0.0003832184797516144,-0.0006082076673516593
5.728619599998638,-0.00030943651077391075,-0.0006475026109907522
5.772712600002706,-0.0003504387654838578,-0.0006065189073835008
5.822086699998181,-0.0003288748508668655,-0.0006271108572987375
5.8740589000008185,-0.00030125152162217383,-0.0006184396483136489
5.9218164999983856,-0.0003219808345496652,-0.0006252028769990197
5.991989300004207,-0.00019065362228003029,-0.0008223603799119484
6.020450500000152,-0.00021995825664058004,-0.0006934777786811792
6.06838869999774,-0.00017202516737239705,-0.0007049529969348647
6.117716100001417,-0.00028798973921780204,-0.0006872787246188387
6.169794499997806,-0.0003511194978846025,-0.0006046027562727508
6.219265300002007,-0.0003026058342266857,-0.0006230030558540172
6.266156400000909,-6.63182303866179e-05,-0.0005477673417000834
6.318523699999787,-0.00035507189511528917,-0.0003577623337113346
6.367234900004405,-0.0004261003227766185,-0.0002473560788743181
6.418346200000087,-0.00043474546983684456,-0.0002535434335107366
6.466741800002637,-0.00048188072334950704,-0.0002639830520356463
6.517088100001274,-5.208568221882513e-05,-0.0006241335698542315
6.567978099999891,-1.2961871537729992e-05,-0.0006275166339480436
6.618892999998934,-0.00031805518497948976,-1.0173284933782124e-05
6.6685770000040065,-0.00036007696801648134,-3.6542686169140167e-06
6.723980000002484,-0.0002555768011884445,-6.123409793113007e-07
6.772320399999444,-7.816733152100925e-05,-5.8288389389023184e-05
6.819610400001693,-8.946972509510171e-05,-5.00885014922969e-06
6.8771514000036404,-8.128696171927402e-05,-2.2562078655971434e-05
6.920390500003123,-4.837404671128945e-05,-8.382836073871505e-05
6.97434179999982,-0.00032465609809040027,-1.3030099113315746e-05
7.020556900002703,-0.0007749058984758993,3.3291505672183336e-05
7.079765900001803,-0.0007215564323180914,3.503970290854886e-05
7.1277126999993925,-0.0007448044805673264,2.6469424642926813e-05
7.17435960000148,-0.000736653917515795,-1.8052850086353455e-05
7.227483599999687,-0.0007186560588665076,2.216280700437969e-05
7.278671100000793,-0.0007134236101879691,1.5958375084932164e-05
7.325645600001735,-0.0007397844854200301,2.0281687923562798e-05
7.370084300004237,-0.0007401655666309776,1.6789783490074974e-05
7.42344569999841,-0.0006721093043226884,-0.00031844508279074956
7.470300599998154,-0.0007070385272117807,-8.05840146071231e-05
7.519506000004185,-0.0007267212498860224,-0.00015583303462180477
7.568905100000848,-0.0006895496688866867,-0.00013015502343820417
7.618707300003734,-0.0007224239402337734,-8.236196698211953e-05
7.6686257000037585,-0.0006716395033939705,-0.00021277415956353797
7.719806300003256,-0.0006989712508401518,-0.00018909760358931064
7.76976580000337,-0.0006767095182339025,-0.00020605875726653194
7.8258072000026,-0.0007011940268849872,-0.00014083454196258261
7.878572900001018,-0.0007267157897966109,-0.00012265671794476133
7.9296647000010125,-0.0004971755564485448,3.427651244633254e-05
7.9742306000043754,-0.0005930425394991422,8.598999659600625e-05
8.026625099999364,-0.0005061491126323725,6.328143431523733e-05
8.074813799998083,-0.0005345069238102987,6.175215421320526e-05
8.12547440000344,-0.0005166798238591356,6.0455195409309925e-05
8.1809745999999,-0.00045248984431221437,5.1526887996472816e-05
8.231485000003886,-0.0005060947582149645,6.659798283135177e-05
8.275633800003561,-0.0005050447458566497,3.470800722426164e-05
8.319561000003887,-0.0005308516451350586,8.961274314805773e-05
8.37842819999787,-0.0005858832508784909,5.9889795130977596e-05
8.429010100000596,-0.00029472504532648326,-0.0002674232582044141
8.47199769999861,-0.0003329478237511798,-0.000241257014800955
8.519015899997612,-0.0002963214970816526,-0.0002313788282693474
8.574815100000706,-0.0002991777594607339,-0.00026492404232150853
8.626256800002011,-0.0003412107120523156,-0.0002161814776637391
8.676944200000435,-0.0003501057278588868,-0.00024019811673974966
8.725765000002866,-0.0003449399029592645,-0.00022622442404685275
8.773769600004016,-0.0005766115336911108,-0.0003919867373798613
8.818765600000916,-0.0005704995384329159,-0.0004045857559262972
8.877823000002536,-0.0005224936998181946,-0.000217898708852237
8.925004700002319,-0.0005512692168355716,-0.0001393636614214071
8.975727600001846,-0.0006125345968452671,-0.00016202290802190477
9.023869099997682,-0.0005453022187583949,0.000586997905755124
9.07616969999799,-0.0007386803554511871,3.443327106395811e-05
9.12665630000265,-0.0007035183092272498,6.632041596081038e-05
9.175863900003606,-0.00047005858000950297,-0.0005246283158311444
9.227681299998949,-0.000566787999506616,-0.0010115704581523026
9.268549599997641,-0.00022636668805046855,-0.0006993975525180161
9.326376299999538,-0.0001772807757605261,-0.000749375920130925
9.377243900002213,-0.00022519673485650794,-0.0007278291096494633
9.427283800003352,-0.00026639338038045887,-0.0006562161756644765
9.473515300000145,-3.661311251062855e-05,-0.0006737063270961513
9.525263900002756,-3.402068604954091e-06,-0.0006627537504373663
9.573169100003724,-5.828628353029626e-05,-0.0006940025282284329
9.628674799998407,-2.3871803808604505e-05,-0.0006966889618948554
9.669779399999243,-4.6222973940246566e-05,-0.0006647801339742135
9.72457569999824,-8.602072252916027e-05,-0.0002698571036791797
9.774870499997633,-6.890218585061284e-05,-0.00026134659981009534
9.828190699998231,-8.098784083598872e-05,-0.0003267651298171227
9.877833899998222,-6.854636961927292e-05,-0.0003328976908768797
9.928684300000896,-8.055512278275917e-05,-0.00031640189840954485
9.97878800000035,-8.93568635026183e-05,-0.000375461635691582
10.027604599999904,-0.00016089961861692325,-0.00014835291516460553
10.081558600002609,-0.0006817340137780022,-0.00011540844572012712
10.127738900002441,-5.474116762885134e-05,-0.00017208152893153627
10.17551100000128,-6.826048921355321e-05,-0.00017499111345632546
10.227888900000835,-8.020793484585234e-05,-0.00016422066067928493
10.274627300001157,-6.386952096864585e-05,-0.00016299864082782882
10.327338100003544,-0.00010339902876071197,-0.00014575294511727562
10.377107200001774,-8.532212313320694e-05,-0.0001797792140581819
10.427427299997362,-0.0001288840296096812,-0.00012633160022204165
10.478882299998077,-0.00012198258453037057,-0.00016627008967523918
10.524348899998586,-0.00014019700826129253,-0.0001367798294509764
10.571974899998168,-0.00015314082747723353,-0.00013924693027105365
10.627138500000001,-8.673243810773277e-05,-0.00021411293700162847
10.671797700000752,-0.0006799614421930802,-0.00018756750603159285
10.725180100002035,-0.0005395426878546082,-0.00029515263105774964
